tpp_australian_labor_party_percentage, tpp_swing, total_formal_votes, tpp_australian_labor_party_votes, tpp_liberal_national_coalition_percentage, tpp_liberal_national_coalition_votes, division_name, polling_place_name, polling_place_id
49.58,-3.34,2005,994,50.42,1011,"Aston","Bayswater","2942"
47.87,-1.67,635,304,52.13,331,"Aston","Bayswater South","83798"
45.83,-0.7,1248,572,54.17,676,"Aston","Bayswater West","2945"
45.01,-3.95,722,325,54.99,397,"Aston","Blackwood Park","2947"
56.0,-11.56,25,14,44.0,11,"Aston","BLV Aston PPVC","65510"
47.7,3.54,1545,737,52.3,808,"Aston","Boronia","2948"
41.85,3.63,13679,5725,58.15,7954,"Aston","Boronia ASTON PPVC","63158"
53.55,0.02,1027,550,46.45,477,"Aston","Boronia East","4273"
47.04,2.87,1401,659,52.96,742,"Aston","Boronia North","4274"
24.63,6.52,1267,312,75.37,955,"Aston","Divisional Office (PREPOLL)","30188"
48.13,2.51,1334,642,51.87,692,"Aston","Fairhills","2950"
51.17,0.62,854,437,48.83,417,"Aston","Ferntree Gully","4282"
51.83,-2.81,1256,651,48.17,605,"Aston","Ferntree Gully North","4283"
46.06,0.66,1663,766,53.94,897,"Aston","Ferntree Gully West","2951"
39.78,3.93,2768,1101,60.22,1667,"Aston","Heany Park","31743"
32.57,3.09,2306,751,67.43,1555,"Aston","Karoo","31744"
42.3,0.71,844,357,57.7,487,"Aston","Kent Park","2957"
41.05,5.2,1542,633,58.95,909,"Aston","Knoxfield","2956"
38.07,-0.56,2007,764,61.93,1243,"Aston","Knox Gardens","2958"
31.55,2.96,2070,653,68.45,1417,"Aston","Lysterfield","2959"
44.07,2.78,2083,918,55.93,1165,"Aston","Mountain Gate","2961"
39.24,3.46,1664,653,60.76,1011,"Aston","Park Ridge","11513"
40.94,0.65,1578,646,59.06,932,"Aston","Rowville","2963"
36.91,4.93,1043,385,63.09,658,"Aston","Rowville Central","38413"
37.33,6.65,876,327,62.67,549,"Aston","Rowville East","2964"
42.47,-0.39,511,217,57.53,294,"Aston","Rowville North","83810"
31.92,4.95,12039,3843,68.08,8196,"Aston","Rowville PPVC","83838"
41.4,3.68,2036,843,58.6,1193,"Aston","Scoresby","2965"
43.23,2.52,1367,591,56.77,776,"Aston","Studfield East","2969"
43.1,-1.47,1246,537,56.9,709,"Aston","Templeton","2970"
49.44,1.6,1525,754,50.56,771,"Aston","The Basin","4301"
56.1,1.31,893,501,43.9,392,"Aston","Upper Ferntree Gully (Aston)","4284"
40.57,-3.04,1627,660,59.43,967,"Aston","Wantirna","2971"
39.78,0.7,1855,738,60.22,1117,"Aston","Wantirna Central","2973"
40.98,-2.19,1142,468,59.02,674,"Aston","Wantirna South","2974"
35.99,0.87,8868,3192,64.01,5676,"Aston","Wantirna South PPVC","64690"
37.14,-3.85,1314,488,62.86,826,"Aston","Wantirna West","2952"
40.62,2.07,1189,483,59.38,706,"Aston","Watersedge","2966"
59.09,-1.8,2007,1186,40.91,821,"Ballarat","Bacchus Marsh","3252"
60.0,0.35,3010,1806,40.0,1204,"Ballarat","Darley","3276"
58.4,-0.57,1892,1105,41.6,787,"Ballarat","Maddingley","51057"
54.31,3.16,3677,1997,45.69,1680,"Ballarat","Melton BALLARAT PPVC","64713"
57.08,-5.03,431,246,42.92,185,"Ballarat","Myrniong","3316"
64.01,-12.39,1667,1067,35.99,600,"Bendigo","Kyneton","3298"
57.38,-5.77,1274,731,42.62,543,"Bendigo","Kyneton East","64652"
61.92,-5.76,625,387,38.08,238,"Bendigo","Malmsbury","3305"
54.18,-8.58,395,214,45.82,181,"Bendigo","Newham","3318"
56.25,-13.69,448,252,43.75,196,"Bendigo","Tylden","3336"
64.63,-8.18,1863,1204,35.37,659,"Bendigo","Woodend","3339"
70.37,-13.89,847,596,29.63,251,"Bendigo","Woodend East","82935"
50.82,4.65,2513,1277,49.18,1236,"Bruce","Berwick BRUCE PPVC","91155"
81.82,-15.15,11,9,18.18,2,"Bruce","BLV Bruce PPVC","65543"
69.44,0.85,962,668,30.56,294,"Bruce","Chandler (Bruce)","3957"
75.74,-2.82,1150,871,24.26,279,"Bruce","Cleeland","3958"
70.57,3.09,1400,988,29.43,412,"Bruce","Coomoora (Bruce)","31778"
62.04,-3.62,490,304,37.96,186,"Bruce","Cranbourne BRUCE PPVC","91143"
67.25,-1.23,1035,696,32.75,339,"Bruce","Dandenong","3962"
61.49,0.54,14569,8958,38.51,5611,"Bruce","Dandenong BRUCE PPVC","58781"
74.79,-5.12,1075,804,25.21,271,"Bruce","Dandenong West","3965"
61.29,-15.04,62,38,38.71,24,"Bruce","Divisional Office (PREPOLL)","30192"
72.99,4.89,1333,973,27.01,360,"Bruce","Doveton","65164"
67.64,6.09,995,673,32.36,322,"Bruce","Doveton West","4277"
62.07,3.41,1429,887,37.93,542,"Bruce","Endeavour Hills","4279"
60.0,1.96,425,255,40.0,170,"Bruce","Endeavour Hills Central","83362"
58.42,4.31,1900,1110,41.58,790,"Bruce","Endeavour Hills East","4280"
56.95,3.74,1050,598,43.05,452,"Bruce","Endeavour Hills North","4281"
64.85,3.34,1673,1085,35.15,588,"Bruce","Fountain Gate","4286"
59.33,3.71,2058,1221,40.67,837,"Bruce","Gleneagles","4287"
67.52,2.34,1955,1320,32.48,635,"Bruce","Hallam","4288"
66.76,0.39,1101,735,33.24,366,"Bruce","Hallam East","47812"
73.09,-0.45,1613,1179,26.91,434,"Bruce","Harrisfield","3997"
76.58,0.24,790,605,23.42,185,"Bruce","Heatherhill","3998"
68.07,2.12,1823,1241,31.93,582,"Bruce","Lyndale","3970"
58.86,1.91,2472,1455,41.14,1017,"Bruce","Maramba","31783"
61.24,-16.66,1726,1057,38.76,669,"Bruce","Mulgrave BRUCE PPVC","91128"
35.53,-3.34,577,205,64.47,372,"Bruce","Narre Warren North (Bruce)","64602"
73.91,-0.81,1326,980,26.09,346,"Bruce","Noble Park","3974"
69.85,3.11,1171,818,30.15,353,"Bruce","Noble Park South","3972"
71.48,-0.28,1213,867,28.52,346,"Bruce","Oakwood Park","3976"
54.93,2.69,1786,981,45.07,805,"Bruce","Rosewood Downs","3977"
72.62,2.48,946,687,27.38,259,"Bruce","Sandown Park (Bruce)","4006"
70.45,0.01,1699,1197,29.55,502,"Bruce","Silverton","3978"
73.48,5.36,460,338,26.52,122,"Bruce","Southvale","4007"
69.13,-0.17,541,374,30.87,167,"Bruce","Springvale (Bruce)","82870"
67.5,-5.97,10539,7114,32.5,3425,"Bruce","Springvale BRUCE PPVC","82837"
72.13,1.42,897,647,27.87,250,"Bruce","Springvale South (Bruce)","4009"
56.5,2.48,1584,895,43.5,689,"Bruce","Thomas Mitchell","46568"
67.69,3.47,1495,1012,32.31,483,"Bruce","Wallarano","3981"
68.46,-0.36,837,573,31.54,264,"Bruce","Waverley Park","58456"
72.62,-13.08,420,305,27.38,115,"Bruce","Wellington (Bruce)","91112"
72.38,-3.43,1300,941,27.62,359,"Bruce","Wooranna Park","3982"
70.64,-2.05,848,599,29.36,249,"Bruce","Yarraman Park","3983"
77.99,-10.9,1122,875,22.01,247,"Calwell","Aitken Creek (Calwell)","83247"
68.27,-9.6,249,170,31.73,79,"Calwell","Attwood","83808"
82.57,1.01,1136,938,17.43,198,"Calwell","Bethal","3258"
76.92,-4.19,13,10,23.08,3,"Calwell","BLV Calwell PPVC","65531"
79.88,0.53,1556,1243,20.12,313,"Calwell","Broadmeadows North","4842"
77.83,-0.93,1254,976,22.17,278,"Calwell","Campbellfield","4843"
80.33,2.8,1159,931,19.67,228,"Calwell","Coolaroo","3273"
74.03,0.38,1398,1035,25.97,363,"Calwell","Craigieburn","3275"
69.74,1.43,14807,10327,30.26,4480,"Calwell","Craigieburn CALWELL PPVC","66161"
68.97,5.42,841,580,31.03,261,"Calwell","Craigieburn Central","83765"
73.72,1.61,1910,1408,26.28,502,"Calwell","Craigieburn North","46545"
72.35,2.82,1667,1206,27.65,461,"Calwell","Craigieburn South","31044"
73.94,-0.55,1343,993,26.06,350,"Calwell","Craigieburn West","46546"
56.76,-10.81,37,21,43.24,16,"Calwell","Divisional Office (PREPOLL)","30194"
63.23,4.11,1240,784,36.77,456,"Calwell","Gladstone Park","4588"
62.21,1.76,14910,9276,37.79,5634,"Calwell","Gladstone Park PPVC","64682"
61.38,8.49,927,569,38.62,358,"Calwell","Gladstone Views","4589"
75.0,-2.88,4564,3423,25.0,1141,"Calwell","Glenroy CALWELL PPVC","58714"
56.69,2.95,2655,1505,43.31,1150,"Calwell","Greenvale","3288"
51.7,6.53,882,456,48.3,426,"Calwell","Greenvale South","46547"
40.0,3.53,30,12,60.0,18,"Calwell","Keilor (Calwell)","91245"
61.8,0.72,1097,678,38.2,419,"Calwell","Keilor Park","4593"
84.45,-1.85,1949,1646,15.55,303,"Calwell","Meadow Heights","31047"
79.2,3.99,125,99,20.8,26,"Calwell","Meadow Heights South","83793"
84.8,-0.67,1013,859,15.2,154,"Calwell","Meadows","3307"
65.67,-6.01,1407,924,34.33,483,"Calwell","Mickleham","4343"
72.88,0.42,1899,1384,27.12,515,"Calwell","Mount Ridley","58453"
66.56,2.95,628,418,33.44,210,"Calwell","Mount Ridley North (Calwell)","83246"
74.56,3.2,1686,1257,25.44,429,"Calwell","Roxburgh Homestead","46595"
78.77,-1.59,730,575,21.23,155,"Calwell","Roxburgh Park","83771"
76.34,-1.92,1492,1139,23.66,353,"Calwell","Roxburgh Rise","46549"
72.88,2.87,1309,954,27.12,355,"Calwell","Somerton","46548"
62.32,5.83,1136,708,37.68,428,"Calwell","Tullamarine","4606"
82.12,0.66,1158,951,17.88,207,"Calwell","Upfield","4866"
64.04,2.31,1268,812,35.96,456,"Calwell","Westmeadows","4607"
49.74,5.6,770,383,50.26,387,"Casey","Badger Creek","4868"
70.7,-4.69,935,661,29.3,274,"Casey","Belgrave","4269"
51.82,-3.31,1897,983,48.18,914,"Casey","Belgrave South","4270"
45.98,-8.61,361,166,54.02,195,"Casey","Berwick CASEY PPVC","91358"
45.4,-1.85,1196,543,54.6,653,"Casey","Bimbadeen Heights","3372"
42.38,1.75,1923,815,57.62,1108,"Casey","Birmingham","4870"
64.71,-12.08,17,11,35.29,6,"Casey","BLV Casey PPVC","65395"
50.69,-1.61,3336,1691,49.31,1645,"Casey","Boronia CASEY PPVC","82852"
39.07,1.68,2260,883,60.93,1377,"Casey","Chirnside Park","3373"
41.05,1.16,860,353,58.95,507,"Casey","Coldstream","3375"
35.03,10.79,3126,1095,64.97,2031,"Casey","Croydon CASEY PPVC","83728"
58.86,-11.76,158,93,41.14,65,"Casey","Croydon East (Casey)","91308"
40.0,1.38,115,46,60.0,69,"Casey","Croydon North (Casey)","63367"
0.0,-55.77,0,0,0.0,0,"Casey","Divisional Office (PREPOLL)","30195"
34.56,-0.34,217,75,65.44,142,"Casey","Dixons Creek","3382"
58.69,-5.34,731,429,41.31,302,"Casey","Ferny Creek","4285"
43.31,2.16,501,217,56.69,284,"Casey","Gladysdale","4882"
32.18,2.3,348,112,67.82,236,"Casey","Gruyere","3384"
50.56,0.43,712,360,49.44,352,"Casey","Healesville","4883"
56.51,-7.18,1267,716,43.49,551,"Casey","Healesville Central","38409"
52.67,-5.8,3203,1687,47.33,1516,"Casey","Healesville PPVC","83731"
40.52,3.92,306,124,59.48,182,"Casey","Hoddles Creek","4884"
66.87,-4.27,818,547,33.13,271,"Casey","Kallista","31613"
46.45,1.96,1507,700,53.55,807,"Casey","Kilsyth (Casey)","4885"
44.8,3.31,375,168,55.2,207,"Casey","Kilsyth East (Casey)","83712"
46.56,-1.12,872,406,53.44,466,"Casey","Kilsyth South","4887"
45.56,4.01,766,349,54.44,417,"Casey","Launching Place","4888"
45.89,-2.94,1229,564,54.11,665,"Casey","Lilydale","3389"
36.65,3.31,16266,5961,63.35,10305,"Casey","Lilydale CASEY PPVC","32944"
36.91,4.63,1303,481,63.09,822,"Casey","Lilydale Lake","34031"
43.12,-0.9,661,285,56.88,376,"Casey","Lilydale North","83711"
44.94,-2.35,1344,604,55.06,740,"Casey","Lilydale West","3391"
41.21,2.69,461,190,58.79,271,"Casey","Macclesfield (Casey)","4889"
48.21,0.42,1116,538,51.79,578,"Casey","Manchester (Casey)","3392"
55.14,0.29,399,220,44.86,179,"Casey","Menzies Creek","4291"
54.89,1.09,583,320,45.11,263,"Casey","Millgrove","4892"
48.6,-0.8,1467,713,51.4,754,"Casey","Monbulk","4292"
44.83,-0.75,2030,910,55.17,1120,"Casey","Montrose","4894"
48.2,-3.37,807,389,51.8,418,"Casey","Montrose South","4895"
49.32,0.68,886,437,50.68,449,"Casey","Mooroolbark (Casey)","4896"
46.31,-3.77,1777,823,53.69,954,"Casey","Mooroolbark East","4897"
43.84,4.37,1332,584,56.16,748,"Casey","Mooroolbark South","4898"
60.64,-6.64,846,513,39.36,333,"Casey","Mount Dandenong","31545"
45.26,0.04,1372,621,54.74,751,"Casey","Mount Evelyn","4900"
60.6,-5.25,533,323,39.4,210,"Casey","Olinda","4903"
41.27,2.87,613,253,58.73,360,"Casey","Ringwood CASEY PPVC","58639"
41.83,0.77,1518,635,58.17,883,"Casey","Rolling Hills","3402"
62.0,-10.32,550,341,38.0,209,"Casey","Sassafras","4298"
68.42,-9.93,703,481,31.58,222,"Casey","Selby","4299"
38.03,4.35,1165,443,61.97,722,"Casey","Seville","4907"
35.92,-2.81,710,255,64.08,455,"Casey","Silvan","4909"
66.07,-4.42,1721,1137,33.93,584,"Casey","Tecoma","4300"
69.63,-10.15,619,431,30.37,188,"Casey","The Patch","4302"
60.44,-3.02,407,246,39.56,161,"Casey","Upper Ferntree Gully (Casey)","91332"
65.39,-5.89,1439,941,34.61,498,"Casey","Upwey","4303"
61.64,-1.49,451,278,38.36,173,"Casey","Upwey South","97435"
34.47,1.73,1227,423,65.53,804,"Casey","Wandin Yallock","4914"
66.27,-3.99,676,448,33.73,228,"Casey","Warburton","4917"
60.64,-1.56,409,248,39.36,161,"Casey","Warburton East","4918"
49.24,4.13,727,358,50.76,369,"Casey","Wesburn","4919"
44.44,4.28,1341,596,55.56,745,"Casey","Woori Yallock","4920"
38.28,-1.51,1165,446,61.72,719,"Casey","Yarra Glen","3410"
44.41,4.82,912,405,55.59,507,"Casey","Yarra Junction","4921"
55.38,-3.94,2129,1179,44.62,950,"Chisholm","Ashwood","3417"
51.88,-0.45,1251,649,48.12,602,"Chisholm","Bennettswood","11521"
54.32,-10.81,983,534,45.68,449,"Chisholm","Blackburn","3559"
54.89,-8.49,1656,909,45.11,747,"Chisholm","Blackburn Lake","3566"
57.8,-11.21,1225,708,42.2,517,"Chisholm","Blackburn North","3560"
47.05,-1.62,11056,5202,52.95,5854,"Chisholm","Blackburn North CHISHOLM PPVC","32947"
52.67,-5.2,2094,1103,47.33,991,"Chisholm","Blackburn South","3420"
54.43,-4.65,790,430,45.57,360,"Chisholm","Blackburn Upper","83714"
51.89,-1.11,1405,729,48.11,676,"Chisholm","Blackburn West","3561"
57.14,-3.81,21,12,42.86,9,"Chisholm","BLV Chisholm PPVC","65408"
58.1,-3.91,1086,631,41.9,455,"Chisholm","Box Hill","3421"
58.75,-6.4,960,564,41.25,396,"Chisholm","Box Hill Central","3422"
56.78,-3.09,1268,720,43.22,548,"Chisholm","Box Hill South","3424"
43.22,2.69,118,51,56.78,67,"Chisholm","Brentwood (Chisholm)","91441"
52.86,-7.32,1453,768,47.14,685,"Chisholm","Burwood Central","3426"
54.91,-0.13,1630,895,45.09,735,"Chisholm","Burwood Heights","3562"
46.67,-2.1,1022,477,53.33,545,"Chisholm","Camelot","3563"
60.27,-3.84,1095,660,39.73,435,"Chisholm","Chadstone East (Chisholm)","31777"
0.0,-52.67,0,0,0.0,0,"Chisholm","Divisional Office (PREPOLL)","30196"
55.24,-3.07,1144,632,44.76,512,"Chisholm","Eley Park","12078"
49.68,-10.45,1238,615,50.32,623,"Chisholm","Elgar Park (Chisholm)","3429"
48.93,-2.07,1915,937,51.07,978,"Chisholm","Essex Heights","3430"
50.81,-2.85,1112,565,49.19,547,"Chisholm","Forest Hill","3565"
49.64,-2.34,1684,836,50.36,848,"Chisholm","Glendal","3567"
45.98,3.48,833,383,54.02,450,"Chisholm","Glen Waverley Heights","3230"
44.31,-3.72,1133,502,55.69,631,"Chisholm","Highvale","3569"
53.37,-5.32,1872,999,46.63,873,"Chisholm","Kerrimuir","3435"
58.06,-10.39,422,245,41.94,177,"Chisholm","Koonung Heights (Chisholm)","3436"
60.13,-9.57,1525,917,39.87,608,"Chisholm","Laburnum","3570"
52.44,-1.86,860,451,47.56,409,"Chisholm","Manooka","3573"
80.43,-23.0,46,37,19.57,9,"Chisholm","Melbourne (Chisholm)","32045"
51.3,-2.9,347,178,48.7,169,"Chisholm","Melbourne Central CHISHOLM PPVC","97508"
53.16,-4.74,935,497,46.84,438,"Chisholm","Melbourne CHISHOLM PPVC","83897"
42.8,-3.73,2145,918,57.2,1227,"Chisholm","Mount View","3235"
47.16,0.04,634,299,52.84,335,"Chisholm","Mount Waverley","83713"
43.07,5.54,9408,4052,56.93,5356,"Chisholm","Mount Waverley PPVC","97440"
51.37,-3.88,1384,711,48.63,673,"Chisholm","Mount Waverley South (Chisholm)","3439"
36.44,8.16,1449,528,63.56,921,"Chisholm","Mulgrave CHISHOLM PPVC","91464"
46.61,0.39,384,179,53.39,205,"Chisholm","Pinewood (Chisholm)","91477"
49.11,-8.89,281,138,50.89,143,"Chisholm","Ringwood CHISHOLM PPVC","91512"
54.62,-8.18,1419,775,45.38,644,"Chisholm","Springview","3578"
53.09,-13.41,550,292,46.91,258,"Chisholm","Surrey Hills (Chisholm)","91480"
47.34,-0.51,1259,596,52.66,663,"Chisholm","Syndal North","3579"
50.83,-5.51,1324,673,49.17,651,"Chisholm","Syndal South","3242"
53.53,-5.74,1332,713,46.47,619,"Chisholm","Tally Ho","3580"
52.54,-4.53,1163,611,47.46,552,"Chisholm","The Glen","3228"
58.32,-5.71,775,452,41.68,323,"Chisholm","Tyne","3441"
54.68,-6.63,1538,841,45.32,697,"Chisholm","Wattle Park","3443"
54.61,-2.49,683,373,45.39,310,"Chisholm","Waverley North","3444"
48.76,-2.38,363,177,51.24,186,"Chisholm","Wayburne (Chisholm)","35079"
78.72,-8.0,1372,1080,21.28,292,"Cooper","Alphington","3085"
76.84,-9.38,1196,919,23.16,277,"Cooper","Alphington North","3086"
84.25,-8.67,1841,1551,15.75,290,"Cooper","Bell","5087"
0.0,0.0,0,0,0.0,0,"Cooper","BLV Cooper PPVC","65465"
74.51,1.31,1420,1058,25.49,362,"Cooper","Boldrewood","3087"
60.86,-0.24,488,297,39.14,191,"Cooper","Bundoora (Cooper)","65778"
57.09,-3.4,790,451,42.91,339,"Cooper","Bundoora South","35016"
72.31,-2.83,733,530,27.69,203,"Cooper","Burbank","3088"
84.94,-8.65,1514,1286,15.06,228,"Cooper","Clifton Hill","4625"
83.12,-7.65,468,389,16.88,79,"Cooper","Collingwood North (Cooper)","4627"
85.51,-5.67,1001,856,14.49,145,"Cooper","Croxton","5098"
0.0,-40.0,0,0,0.0,0,"Cooper","Divisional Office (PREPOLL)","30190"
80.51,-8.2,2114,1702,19.49,412,"Cooper","Fairfield","3091"
62.83,6.38,1910,1200,37.17,710,"Cooper","Heidelberg COOPER PPVC","83415"
69.59,-8.43,1230,856,30.41,374,"Cooper","Kingsbury","4181"
74.85,-2.33,338,253,25.15,85,"Cooper","Lake Park (Cooper)","91420"
84.52,-10.75,84,71,15.48,13,"Cooper","Melbourne (Cooper)","32039"
66.47,46.79,337,224,33.53,113,"Cooper","Melbourne Central COOPER PPVC","97509"
76.96,-10.29,1311,1009,23.04,302,"Cooper","Melbourne COOPER PPVC","83965"
72.54,-0.39,1158,840,27.46,318,"Cooper","Merrilands","3095"
65.15,-2.84,1030,671,34.85,359,"Cooper","Mill Park COOPER PPVC","65962"
81.69,-7.44,721,589,18.31,132,"Cooper","Murray (Cooper)","35015"
81.96,-5.04,1336,1095,18.04,241,"Cooper","Newlands","5107"
63.01,3.49,173,109,36.99,64,"Cooper","Norris Bank (Cooper)","91379"
87.57,-10.03,1223,1071,12.43,152,"Cooper","Northcote","3096"
79.45,20.55,8140,6467,20.55,1673,"Cooper","Northcote COOPER PPVC","82771"
81.83,-2.7,1354,1108,18.17,246,"Cooper","Northcote North","3097"
86.16,-8.86,2789,2403,13.84,386,"Cooper","Northcote South","3098"
88.72,-7.59,736,653,11.28,83,"Cooper","Northcote West","3099"
74.5,-0.87,945,704,25.5,241,"Cooper","Preston","3101"
76.21,-3.08,1236,942,23.79,294,"Cooper","Preston East","3102"
82.26,-3.33,1184,974,17.74,210,"Cooper","Preston North East","3104"
84.42,-7.49,1431,1208,15.58,223,"Cooper","Preston South","3105"
76.27,-2.88,1955,1491,23.73,464,"Cooper","Preston West","5114"
76.73,-3.25,1994,1530,23.27,464,"Cooper","Regent","3107"
75.08,-9.26,638,479,24.92,159,"Cooper","Regent West","5115"
80.09,-5.32,1145,917,19.91,228,"Cooper","Reservoir","3108"
74.11,-2.54,1271,942,25.89,329,"Cooper","Reservoir Central","3109"
67.98,-2.74,815,554,32.02,261,"Cooper","Reservoir East","3110"
75.94,-2.24,1970,1496,24.06,474,"Cooper","Reservoir North","3111"
78.77,-6.29,1074,846,21.23,228,"Cooper","Reservoir North East","3112"
72.03,-4.58,740,533,27.97,207,"Cooper","Reservoir South","3113"
76.11,-3.05,1352,1029,23.89,323,"Cooper","Reservoir West","5116"
66.03,1.42,1819,1201,33.97,618,"Cooper","Ruthven","3115"
86.99,-7.47,1875,1631,13.01,244,"Cooper","Thornbury","5117"
75.69,-2.86,14182,10734,24.31,3448,"Cooper","Thornbury COOPER PPVC","64643"
77.89,-3.91,1895,1476,22.11,419,"Cooper","Thornbury East","3117"
80.81,-5.22,2064,1668,19.19,396,"Cooper","Thornbury South","3118"
86.6,-7.43,1075,931,13.4,144,"Cooper","Westgarth","3119"
62.0,-9.11,1229,762,38.0,467,"Corangamite","Armstrong Creek East","83622"
47.29,-0.23,9627,4553,52.71,5074,"Corangamite","Barwon CORANGAMITE PPVC","34013"
51.17,-5.91,1667,853,48.83,814,"Corangamite","Barwon Heads","3457"
52.58,1.09,1183,622,47.42,561,"Corangamite","Beacon Point","51222"
46.59,5.53,7620,3550,53.41,4070,"Corangamite","Bellarine PPVC","83641"
56.27,0.73,2797,1574,43.73,1223,"Corangamite","Clifton Springs","3468"
39.8,10.39,201,80,60.2,121,"Corangamite","Connewarre","3474"
51.12,-0.17,1694,866,48.88,828,"Corangamite","Drysdale","3478"
49.99,0.5,6269,3134,50.01,3135,"Corangamite","Geelong CORANGAMITE PPVC","58623"
59.22,-2.51,1133,671,40.78,462,"Corangamite","Grovedale Central","83770"
54.91,1.66,1497,822,45.09,675,"Corangamite","Grovedale East","32829"
53.04,3.57,3122,1656,46.96,1466,"Corangamite","Leopold","3496"
53.86,2.94,1179,635,46.14,544,"Corangamite","Leopold North","83471"
54.59,-2.1,1253,684,45.41,569,"Corangamite","Ocean Grove","83618"
59.22,-7.11,1562,925,40.78,637,"Corangamite","Ocean Grove South","46544"
55.67,-2.5,1771,986,44.33,785,"Corangamite","Ocean Grove West","3508"
49.57,-11.17,930,461,50.43,469,"Corangamite","Point Lonsdale","3510"
50.43,-0.13,1755,885,49.57,870,"Corangamite","Portarlington","3511"
53.78,-8.21,357,192,46.22,165,"Corangamite","Queenscliff","3512"
53.92,-0.67,1172,632,46.08,540,"Corangamite","St Leonards","3514"
57.95,-6.89,409,237,42.05,172,"Corangamite","Torquay East","83617"
46.61,-6.11,826,385,53.39,441,"Corangamite","Wallington","3519"
62.34,1.03,1673,1043,37.66,630,"Corio","Bell Park","3530"
64.51,-1.01,865,558,35.49,307,"Corio","Bell Park South","51223"
65.04,-6.72,984,640,34.96,344,"Corio","Belmont","3506"
60.56,-5.74,2102,1273,39.44,829,"Corio","Belmont North","3464"
72.22,-13.4,18,13,27.78,5,"Corio","BLV Corio PPVC","65583"
63.69,-4.48,1468,935,36.31,533,"Corio","Britannia","3532"
74.32,2.23,1468,1091,25.68,377,"Corio","Corio Central","3535"
80.01,-1.84,1686,1349,19.99,337,"Corio","Corio West","3536"
67.89,0.68,109,74,32.11,35,"Corio","Divisional Office (PREPOLL)","30199"
62.14,-4.1,1894,1177,37.86,717,"Corio","Geelong","3538"
59.96,-5.58,14395,8631,40.04,5764,"Corio","Geelong CORIO PPVC","31536"
64.95,-2.3,1632,1060,35.05,572,"Corio","Geelong South","3528"
63.8,-2.41,1312,837,36.2,475,"Corio","Geelong West","3539"
76.79,-1.51,2016,1548,23.21,468,"Corio","Hendy","47829"
57.03,2.94,2455,1400,42.97,1055,"Corio","Lara","3543"
61.16,-0.07,2003,1225,38.84,778,"Corio","Lara Central","3544"
65.32,-0.61,1736,1134,34.68,602,"Corio","Lara Lake","46551"
65.97,-5.96,908,599,34.03,309,"Corio","Lara West","97421"
71.91,-3.58,1602,1152,28.09,450,"Corio","Newcomb","3546"
67.4,-1.11,1601,1079,32.6,522,"Corio","Newcomb South","3547"
52.86,-3.66,1782,942,47.14,840,"Corio","Newtown","3552"
48.85,-3.54,2219,1084,51.15,1135,"Corio","Newtown South","3533"
67.69,3.4,2349,1590,32.31,759,"Corio","Norlane","3548"
77.93,-0.31,1305,1017,22.07,288,"Corio","North Shore","3549"
